,Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50,finger
0,HCI001,(5Z)-7-Oxozeaenol,0.21781302453638698,5.48327034751385,7.7013221153846105,2.3377403846153797,71.50744307763341,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    1
0.1999    0
Name: (5Z)-7-Oxozeaenol, Length: 2048, dtype: int64"
1,HCI001,17-AAG,0.301919214733593,18349.7411361244,1.0,0.00390625,183.03800285397,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 17-AAG, Length: 2048, dtype: int64"
2,HCI001,5-Fluorouracil,0.49421003489911103,1.3502642314527,20.0,0.078125,51.391420739167,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 5-Fluorouracil, Length: 2048, dtype: int64"
3,HCI001,681640,0.10293231604508199,152.12579956481,2.0,0.0078125,150.681089128021,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: 681640, Length: 2048, dtype: int64"
4,HCI001,ABT-263,0.497307303483943,0.124656353895025,2.0,0.0078125,49.59134652318811,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: ABT-263, Length: 2048, dtype: int64"
5,HCI001,AG-014699,0.23483662630351398,18.2269797983001,5.0,0.01953125,123.325944091411,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AG-014699, Length: 2048, dtype: int64"
6,HCI001,AMG-706,0.087818034275228,1.34405857090807e+43,2.0,0.0078125,1118.25433977427,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AMG-706, Length: 2048, dtype: int64"
7,HCI001,AZ628,0.35236934106110496,9.27974227949887,1.63778409090909,0.370028409090909,127.39841011870399,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZ628, Length: 2048, dtype: int64"
8,HCI001,AZ960,0.37442729295353006,1.3502642314527,7.7013221153846105,2.3377403846153797,-46.0393557365497,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZ960, Length: 2048, dtype: int64"
9,HCI001,AZD2281,0.06334241290942501,1.8215185307051e+30,5.27840909090909,1.47514204545455,4861.169050824989,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD2281, Length: 2048, dtype: int64"
10,HCI001,AZD6482,0.24526972989027698,12.364380383314,4.09446022727273,0.9250710227272729,139.822472422646,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD6482, Length: 2048, dtype: int64"
11,HCI001,AZD7762,0.479530054688161,0.149284424721969,2.0,0.0078125,53.201694473360604,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD7762, Length: 2048, dtype: int64"
12,HCI001,AZD8055,0.406893501271695,0.210730901214819,1.63778409090909,0.370028409090909,-40.834828832745295,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: AZD8055, Length: 2048, dtype: int64"
13,HCI001,Anastrozole,0.115727559366246,1.34405857090807e+43,8.102678571428571,1.93638392857143,4303.66264701359,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Anastrozole, Length: 2048, dtype: int64"
14,HCI001,Axitinib,0.0977819719413386,1224660285881878784,2.0,0.0078125,508.10553619510597,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Axitinib, Length: 2048, dtype: int64"
15,HCI001,BI-2536,0.20153215880408604,448.588553677406,2.0576923076923097,0.00803786057692308,197.10277162701303,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    1
0.1998    0
0.1999    0
Name: BI-2536, Length: 2048, dtype: int64"
16,HCI001,BIBW2992,0.219124610892667,3343633.57540478,0.5,0.001953125,253.303570056731,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BIBW2992, Length: 2048, dtype: int64"
17,HCI001,BIRB 0796,0.0801229780241461,2.68811714181614e+43,10.0,0.0390625,1861.8446999251103,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BIRB 0796, Length: 2048, dtype: int64"
18,HCI001,BMN-673,0.0120176861688626,2.68811714181614e+43,7.7013221153846105,2.3377403846153797,8316.57575990104,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BMN-673, Length: 2048, dtype: int64"
19,HCI001,BMS-345541,0.21057810376685898,3.67407463626186,7.7013221153846105,2.3377403846153797,37.922643416438206,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BMS-345541, Length: 2048, dtype: int64"
20,HCI001,BMS-536924,0.12694098291969,22.266940798378,3.27556818181818,0.740056818181818,228.846146451816,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    1
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BMS-536924, Length: 2048, dtype: int64"
21,HCI001,BMS-708163,0.17730897543406302,17210752.7970273,4.09446022727273,0.9250710227272729,1122.30458789911,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BMS-708163, Length: 2048, dtype: int64"
22,HCI001,BMS-754807,0.275312833678529,10.950527217281,8.18892045454546,1.85014204545455,99.95428803654042,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BMS-754807, Length: 2048, dtype: int64"
23,HCI001,BX-795,0.0575652620674643,1426.82341243218,5.0,0.01953125,186.50703321943,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: BX-795, Length: 2048, dtype: int64"
24,HCI001,Bicalutamide,0.095266787475474,669.483491254295,7.7013221153846105,2.3377403846153797,474.525039011975,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    1
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Bicalutamide, Length: 2048, dtype: int64"
25,HCI001,Bosutinib,0.0951809331622143,13.8751055729459,2.0,0.0078125,130.824175402071,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Bosutinib, Length: 2048, dtype: int64"
26,HCI001,Bryostatin,0.0932100749872749,24507062537023236,1.0,0.00390625,780.5505886075321,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Bryostatin, Length: 2048, dtype: int64"
27,HCI001,CEP-701,0.203946935419153,2.61450958694147,2.0,0.0078125,98.33104385051772,"0         0
0.1       0
0.2       0
0.3       0
0.4       1
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: CEP-701, Length: 2048, dtype: int64"
28,HCI001,CHIR-99021,0.101106530596394,1.34405857090807e+43,8.18892045454546,1.85014204545455,3437.7017488333004,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: CHIR-99021, Length: 2048, dtype: int64"
29,HCI001,Camptothecin,0.028975642380797997,1.6522127610956e+21,0.1,0.000390625,881.6454309714729,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Camptothecin, Length: 2048, dtype: int64"
30,HCI001,Cisplatin,0.12706838019663,669.483491254295,7.31818181818182,0.0285866477272727,181.442742637142,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Cisplatin, Length: 2048, dtype: int64"
31,HCI001,Docetaxel,0.0758710989961316,2453479969835.76,0.0125,4.8828125e-05,693.498684085685,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Docetaxel, Length: 2048, dtype: int64"
32,HCI001,EHT 1864,0.163510082830711,9.99717249289782,10.0,0.0390625,99.99490024089269,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: EHT 1864, Length: 2048, dtype: int64"
33,HCI001,Embelin,0.129323075317993,8.18335409062761,10.0,0.0390625,96.3845522907202,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Embelin, Length: 2048, dtype: int64"
34,HCI001,FK866,0.9528897454166428,8.20188845902245e-08,0.770132211538462,0.233774038461538,-1246.67222369613,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: FK866, Length: 2048, dtype: int64"
35,HCI001,Fulvestrant,0.0868240522333404,74.0177037387914,0.58984375,0.4140625,1465.64316337841,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Fulvestrant, Length: 2048, dtype: int64"
37,HCI001,GDC0941,0.390431026773122,0.755742548520573,3.3625,0.653125,1.56140773816585,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GDC0941, Length: 2048, dtype: int64"
38,HCI001,GSK1120212,0.321484997768649,669.483491254295,0.770132211538462,0.233774038461538,667.6613569919961,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    1
0.1999    0
Name: GSK1120212, Length: 2048, dtype: int64"
39,HCI001,GSK1904529A,0.253282002290026,22.266940798378,5.0,0.01953125,126.936292041583,"0         0
0.1       0
0.2       0
0.3       1
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GSK1904529A, Length: 2048, dtype: int64"
40,HCI001,GSK2118436,0.24108328120452502,6.69862245751651,7.7013221153846105,2.3377403846153797,88.29984290823091,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GSK2118436, Length: 2048, dtype: int64"
41,HCI001,GSK269962A,0.0923330704518642,915.832279873624,4.09446022727273,0.9250710227272729,334.97302960632703,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GSK269962A, Length: 2048, dtype: int64"
42,HCI001,GW 441756,0.0115655652009441,2.68811714181614e+43,2.0,0.0078125,1890.8688011112,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GW 441756, Length: 2048, dtype: int64"
43,HCI001,GW843682X (AN-13),0.0642854467870752,3.72007597602084e-44,5.0,0.01953125,-1732.3929022973,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: GW843682X (AN-13), Length: 2048, dtype: int64"
44,HCI001,Gefitinib,0.12960357220619698,1.34405857090807e+43,0.5,0.001953125,112.5,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Gefitinib, Length: 2048, dtype: int64"
45,HCI001,Gemcitibine,0.187689352572217,73766951230577.4,10.0,0.0390625,634.3263968664351,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Gemcitibine, Length: 2048, dtype: int64"
46,HCI001,INCB-18424,0.0367736074073077,2.68811714181614e+43,7.7013221153846105,2.3377403846153797,8316.57575990104,"0         0
0.1       1
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: INCB-18424, Length: 2048, dtype: int64"
47,HCI001,JNJ-26854165,0.5426438532722029,0.496237467999712,10.0,0.0390625,45.8396809883041,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: JNJ-26854165, Length: 2048, dtype: int64"
48,HCI001,JNK Inhibitor VIII,0.0317054772553405,1.3440586927523e+43,10.0,0.0390625,1715.6256079431198,"0         0
0.1       0
0.2       0
0.3       0
0.4       1
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: JNK Inhibitor VIII, Length: 2048, dtype: int64"
49,HCI001,JQ1,0.11526556924126402,90877542097.7123,3.7848011363636402,0.19659978693181798,572.830119871252,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: JQ1, Length: 2048, dtype: int64"
50,HCI001,KU-55933,0.33888032025434894,2.05637864381258,10.0,0.0390625,69.30694266442579,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    1
0.1997    0
0.1998    0
0.1999    0
Name: KU-55933, Length: 2048, dtype: int64"
51,HCI001,LY317615,0.17403438022831302,18.2269797983001,10.0,0.0390625,110.82594409141001,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: LY317615, Length: 2048, dtype: int64"
52,HCI001,Lenalidomide,0.0978750246582178,5.4828216778843e+27,5.0,0.01953125,744.305791521096,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Lenalidomide, Length: 2048, dtype: int64"
53,HCI001,MK-2206,0.3526201253054771,3.29427594942307,3.27556818181818,0.740056818181818,80.8008961745403,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: MK-2206, Length: 2048, dtype: int64"
54,HCI001,NU-7441,0.22104946521385896,0.923250849726206,2.0,0.0078125,83.88965204982759,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: NU-7441, Length: 2048, dtype: int64"
55,HCI001,NVP-BEZ235,0.524468077731184,0.014607815012923,0.20472301136363602,0.0462535511363636,-82.73418506781991,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: NVP-BEZ235, Length: 2048, dtype: int64"
56,HCI001,Nilotinib,0.0900357112525189,2481.12393521289,2.0,0.0078125,179.56387272940103,"0         0
0.1       0
0.2       0
0.3       0
0.4       0
         ..
0.1995    0
0.1996    0
0.1997    0
0.1998    0
0.1999    0
Name: Nilotinib, Length: 2048, dtype: int64"
